Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
MUDSU,Mudrick Capital Acquisition Corporation,10.45,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/mudsu
MUDSW,Mudrick Capital Acquisition Corporation,0.62,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/mudsw
LABL,Multi-Color Corporation,55.95,$1.15B,1987,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/labl
MBIO,"Mustang Bio, Inc.",4.03,$109.87M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mbio
MFSF,MutualFirst Financial Inc.,36.28,$311.55M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mfsf
MVBF,MVB Financial Corp.,18.04,$204.53M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mvbf
MYSZ,"My Size, Inc.",1.0699,$31.79M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mysz
MYL,Mylan N.V.,32.43,$16.72B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myl
MYND,"MYnd Analytics, Inc.",1.5,$10.12M,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/mynd
MYNDW,"MYnd Analytics, Inc.",0.13,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/myndw
MYOK,"MyoKardia, Inc.",55.47,$2.23B,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myok
MYOS,MYOS RENS Technology Inc.,1.24,$9.27M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myos
MYRG,"MYR Group, Inc.",33.76,$559.25M,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/myrg
MYGN,"Myriad Genetics, Inc.",39.4,$2.94B,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/mygn
NBRV,Nabriva Therapeutics plc,2.16,$143.61M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nbrv
NAKD,Naked Brand Group Limited,1.37,$31.45M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/nakd
NNDM,Nano Dimension Ltd.,1.82,$35.15M,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/nndm
NANO,Nanometrics Incorporated,33.07,$798.2M,1984,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/nano
NSTG,"NanoString Technologies, Inc.",15.12,$452.1M,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nstg
NAOV,"NanoVibronix, Inc.",4,$15.83M,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/naov
NH,"NantHealth, Inc.",1.58,$172.97M,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/nh
NK,"NantKwest, Inc.",2.48,$196.44M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nk
NSSC,"NAPCO Security Technologies, Inc.",14.42,$268.38M,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/nssc
NDAQ,"Nasdaq, Inc.",87,$14.31B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ndaq
NTRA,"Natera, Inc.",22.16,$1.35B,2015,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ntra
NATH,"Nathan&#39;s Famous, Inc.",74.41,$311.59M,1993,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/nath
NAUH,"National American University Holdings, Inc.",0.63,$15.34M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/nauh
NKSH,"National Bankshares, Inc.",43.96,$305.87M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/nksh
FIZZ,National Beverage Corp.,94.43,$4.4B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/fizz
NCMI,"National CineMedia, Inc.",8.62,$680.94M,2007,Consumer Services,Advertising,https://www.nasdaq.com/symbol/ncmi
NCOM,National Commerce Corporation,37.13,$765.75M,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/ncom
NESR,National Energy Services Reunited Corp.,10.47,$895.84M,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/nesr
NESRW,National Energy Services Reunited Corp.,1.86,n/a,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/nesrw
NGHC,National General Holdings Corp,27.59,$2.95B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghc
NGHCN,National General Holdings Corp,23.91,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcn
NGHCO,National General Holdings Corp,24.01,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghco
NGHCP,National General Holdings Corp,24.4416,$53.77M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcp
NGHCZ,National General Holdings Corp,25.02,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcz
NHLD,National Holdings Corporation,3.25,$40.6M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/nhld
NHLDW,National Holdings Corporation,0.5,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/nhldw
NATI,National Instruments Corporation,49.28,$6.52B,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/nati
NRC,National Research Corporation,38.05,$941.32M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/nrc
NSEC,"National Security Group, Inc.",14,$35.38M,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/nsec
EYE,"National Vision Holdings, Inc.",42.79,$3.23B,2017,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/eye
NWLI,"National Western Life Group, Inc.",271.44,$987M,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/nwli
NAII,"Natural Alternatives International, Inc.",9.445,$71.51M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/naii
NHTC,Natural Health Trends Corp.,23.42,$266.43M,n/a,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/nhtc
NATR,"Nature&#39;s Sunshine Products, Inc.",9.18,$175.61M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/natr
BABY,Natus Medical Incorporated,31.26,$1.05B,2001,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/baby
JSM,Navient Corporation,20.18,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jsm
NAVI,Navient Corporation,12.02,$3.1B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/navi
NBTB,NBT Bancorp Inc.,36.87,$1.61B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/nbtb
NCSM,"NCS Multistage Holdings, Inc.",11.44,$513.76M,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/ncsm
NEBU,Nebula Acquisition Corporation,9.79,$79.29M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/nebu
NEBUU,Nebula Acquisition Corporation,10.2,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/nebuu
NEBUW,Nebula Acquisition Corporation,1.35,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/nebuw
NKTR,Nektar Therapeutics,40.69,$7.02B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nktr
NMRD,Nemaura Medical Inc.,1.99,$407.95M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nmrd
NEOG,Neogen Corporation,62.7,$3.26B,1989,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/neog
NEO,"NeoGenomics, Inc.",18.5,$1.51B,n/a,Health Care,Precision Instruments,https://www.nasdaq.com/symbol/neo
NTGN,"Neon Therapeutics, Inc.",6.25,$176.89M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ntgn
NEON,Neonode Inc.,2.35,"$137,698.25 ",n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/neon
NEOS,"Neos Therapeutics, Inc.",3.12,$92.58M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/neos
NVCN,Neovasc Inc.,1.9,$36.97M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvcn
NEPT,Neptune Wellness Solutions Inc.,3.86,$307.98M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nept
UEPS,"Net 1 UEPS Technologies, Inc.",6.9,$392.15M,2005,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ueps
NETE,"Net Element, Inc.",5.42,$20.97M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/nete
NTAP,"NetApp, Inc.",79.49,$20.61B,1995,Technology,Electronic Components,https://www.nasdaq.com/symbol/ntap
NTES,"NetEase, Inc.",220.62,$28.97B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ntes
NFLX,"Netflix, Inc.",317.38,$138.4B,2002,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/nflx
NTGR,"NETGEAR, Inc.",55.63,$1.77B,2003,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ntgr
NTCT,"NetScout Systems, Inc.",28.64,$2.31B,1999,Technology,EDP Services,https://www.nasdaq.com/symbol/ntct
NTWK,NetSol Technologies Inc.,9.71,$111.69M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ntwk
CUR,"Neuralstem, Inc.",0.55,$8.34M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cur
NBIX,"Neurocrine Biosciences, Inc.",112.42,$10.17B,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nbix
NURO,"NeuroMetrix, Inc.",1.16,$8.54M,2004,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nuro
NUROW,"NeuroMetrix, Inc.",0.035,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nurow
STIM,"Neuronetics, Inc.",25.43,$446.98M,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/stim
NTRP,"Neurotrope, Inc.",7,$55.37M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ntrp
NBEV,New Age Beverages Corporation,4.3,$212.41M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/nbev
NYMT,"New York Mortgage Trust, Inc.",6.23,$776.79M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymt
NYMTN,"New York Mortgage Trust, Inc.",23.007,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymtn
NYMTO,"New York Mortgage Trust, Inc.",23.7499,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymto
NYMTP,"New York Mortgage Trust, Inc.",23.3528,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/nymtp
NEWA,"Newater Technology, Inc.",8.78,$94.9M,2017,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/newa
NLNK,NewLink Genetics Corporation,2.27,$84.48M,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nlnk
NMRK,"Newmark Group, Inc.",9.98,$1.54B,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/nmrk
NWS,News Corporation,13.31,$7.78B,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/nws
NWSA,News Corporation,13.13,$7.68B,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/nwsa
NEWT,Newtek Business Services Corp.,19.58,$367.95M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/newt
NEWTI,Newtek Business Services Corp.,25.5893,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/newti
NEWTZ,Newtek Business Services Corp.,25.4298,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/newtz
NXEO,"Nexeo Solutions, Inc.",10.85,$973.54M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/nxeo
NXEOU,"Nexeo Solutions, Inc.",11,n/a,2014,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/nxeou
NXEOW,"Nexeo Solutions, Inc.",0.65,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/nxeow
NXST,"Nexstar Media Group, Inc.",77.84,$3.55B,2003,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/nxst
NEXT,NextDecade Corporation,5.24,$570.38M,2015,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/next
NXGN,"NextGen Healthcare, Inc.",15.07,$967.75M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/nxgn
NFEC,NF Energy Saving Corporation,6.69,$50.67M,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/nfec
NODK,"NI Holdings, Inc.",15.74,$351.94M,2017,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nodk
EGOV,NIC Inc.,13.54,$901.22M,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/egov
NICE,NICE Ltd,106.11,$6.54B,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/nice
NICK,"Nicholas Financial, Inc.",11.6743,$92.33M,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/nick
NCBS,Nicolet Bankshares Inc.,53.4,$515.03M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ncbs
NITE,Nightstar Therapeutics plc,10.83,$312.99M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nite
NIHD,"NII Holdings, Inc.",6.5,$653.06M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/nihd
NIU,Niu Technologies,8.2,n/a,2018,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/niu
LASR,"nLIGHT, Inc.",19.12,$665.4M,2018,Technology,Semiconductors,https://www.nasdaq.com/symbol/lasr
NMIH,NMI Holdings Inc,20.52,$1.35B,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nmih
NNBR,"NN, Inc.",12.28,$340.52M,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/nnbr
NDLS,Noodles & Company,9.23,$405.4M,2013,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/ndls
NDSN,Nordson Corporation,126.83,$7.37B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ndsn
NSYS,Nortech Systems Incorporated,4.35,$11.68M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/nsys
NBN,Northeast Bancorp,19.02,$170.02M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/nbn
NTIC,Northern Technologies International Corporation,32.05,$145.55M,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/ntic
NTRS,Northern Trust Corporation,94.25,$20.87B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ntrs
NTRSP,Northern Trust Corporation,25.4001,$406.4M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ntrsp
NFBK,"Northfield Bancorp, Inc.",13.26,$656.28M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/nfbk
NRIM,Northrim BanCorp Inc,38.03,$261.38M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/nrim
NWBI,"Northwest Bancshares, Inc.",16.31,$1.68B,2009,Finance,Major Banks,https://www.nasdaq.com/symbol/nwbi
NWPX,Northwest Pipe Company,18.43,$179.42M,1995,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/nwpx
NCLH,Norwegian Cruise Line Holdings Ltd.,46.4,$10.28B,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/nclh
NWFL,Norwood Financial Corp.,38.89,$243.57M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/nwfl
NVFY,"Nova Lifestyle, Inc",1.2787,$35.27M,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/nvfy
NVMI,Nova Measuring Instruments Ltd.,25.53,$713.02M,2000,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/nvmi
NOVN,"Novan, Inc.",2.59,$67.44M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/novn
NOVT,Novanta Inc.,60.28,$2.09B,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/novt
NVAX,"Novavax, Inc.",1.9,$726.92M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nvax
NVLN,Novelion Therapeutics Inc. ,0.8971,$16.65M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nvln
NVCR,NovoCure Limited,34.73,$3.23B,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvcr
NVMM,"Novume Solutions, Inc.",0.715,$10.4M,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/nvmm
NVUS,"Novus Therapeutics, Inc.",3.44,$32.41M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nvus
NUAN,"Nuance Communications, Inc.",17.44,$5B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/nuan
NCNA,NuCana plc,18.25,$587.38M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ncna
NTNX,"Nutanix, Inc.",43.35,$7.49B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ntnx
NTRI,NutriSystem Inc,38.73,$1.14B,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/ntri
NUVA,"NuVasive, Inc.",57.26,$2.94B,2004,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nuva
NVTR,Nuvectra Corporation,21.37,$376.3M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvtr
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,22.68,$830.34M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qqqx
NVEE,"NV5 Global, Inc.",82.68,$1.03B,2013,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/nvee
NVEC,NVE Corporation,87.6,$424.34M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/nvec
NVDA,NVIDIA Corporation,218.11,$132.61B,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/nvda
NXPI,NXP Semiconductors N.V.,84.09,$28.96B,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/nxpi
NXTM,"NxStage Medical, Inc.",28.57,$1.87B,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/nxtm
NXTD,NXT-ID Inc.,1.25,$30.81M,n/a,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/nxtd
NXTDW,NXT-ID Inc.,0.1589,n/a,n/a,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/nxtdw
NYMX,Nymox Pharmaceutical Corporation,1.91,$116.02M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/nymx
OIIM,O2Micro International Limited,1.66,$43.2M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/oiim
OVLY,Oak Valley Bancorp (CA),18.05,$147.7M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ovly
OCSL,Oaktree Specialty Lending Corporation,4.67,$658.29M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ocsl
OCSLL,Oaktree Specialty Lending Corporation,24.3768,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ocsll
OCSI,Oaktree Strategic Income Corporation,8.18,$241.04M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ocsi
OASM,Oasmia Pharmaceutical AB,4.16,$248.64M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/oasm
OBLN,"Obalon Therapeutics, Inc.",2.15,$50.06M,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/obln
OBSV,ObsEva SA,16.48,$706.52M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/obsv
OBCI,"Ocean Bio-Chem, Inc.",3.8,$35.18M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/obci
OPTT,"Ocean Power Technologies, Inc.",0.5001,$9.4M,2007,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/optt
ORIG,Ocean Rig UDW Inc.,30.35,$2.78B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/orig
OCFC,OceanFirst Financial Corp.,25.43,$1.23B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ocfc
OCLR,"Oclaro, Inc.",8.29,$1.41B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/oclr
OFED,Oconee Federal Financial Corp.,25.05,$144.65M,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ofed
OCUL,"Ocular Therapeutix, Inc.",5.15,$198.75M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ocul
ODT,"Odonate Therapeutics, Inc.",14.92,$400.27M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/odt
OMEX,"Odyssey Marine Exploration, Inc.",6.42,$54.36M,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/omex
ODP,"Office Depot, Inc.",2.63,$1.46B,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/odp
OFS,OFS Capital Corporation,10.98,$146.59M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ofs
OFSSL,OFS Capital Corporation,24.75,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ofssl
OFSSZ,OFS Capital Corporation,24.65,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ofssz
